Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
51.694767,0.030689912,36.58562749838506,-121.75722277033837,0,1,6304.6455,0.006198842,5,1,false,false,0.6531563,1.8505832,8.306851,-0.01598865,0.02848453,3
51.71452,0.030931046,36.58562046929609,-121.75722690475764,0,1,6302.3633,0.006004845,5,1,false,false,0.6277906,1.7670153,8.543995,-0.015564569,0.025348738,3
51.733936,0.031172274,36.585613440207126,-121.75723092732525,0,1,6308.049,0.004842751,5,1,false,false,0.77536774,1.7445171,7.7105775,-0.015189378,0.023396917,3
51.75265,0.031413555,36.58560641111816,-121.75723506208554,0,1,6309.677,0.0023245653,5,1,false,false,0.7481961,1.6779926,6.884993,-0.014839805,0.023433844,3
51.770958,0.03165493,36.58559938202919,-121.75723919650481,0,1,6314.247,0.00058160943,5,1,false,false,0.68577623,1.676539,7.149699,-0.014499884,0.023212181,3
51.788097,0.031896416,36.58559235294022,-121.75724321907244,0,1,6323.5254,0.0005816095,5,1,false,false,0.5156957,1.530118,7.4502177,-0.014177033,0.021638233,3
51.804466,0.03213795,36.58558532385125,-121.7572473534917,0,1,6336.1445,0.00038798928,5,1,false,false,0.45672452,1.5245714,6.049698,-0.013884597,0.019285573,3
51.820465,0.032379553,36.585578294762286,-121.75725137640033,0,1,6351.0386,-0.00019362017,5,1,false,false,0.42837006,1.5655056,5.879737,-0.013622245,0.017819323,3
51.839546,0.032621257,36.585571265673316,-121.7572555108196,0,1,6360.904,-0.00038724038,5,1,false,false,0.70120347,1.7313423,5.667391,-0.013380567,0.017965311,3
51.85897,0.032863073,36.58556423658435,-121.75725953338723,0,1,6358.481,-0.00038724032,5,1,false,false,0.5996587,1.5870538,6.2088246,-0.013122231,0.018953087,3
51.877087,0.03310502,36.585557117290705,-121.7572636681475,0,1,6369.8433,0.0019369507,5,1,false,false,0.61840487,1.6453624,6.236814,-0.012848814,0.019412572,3
51.894943,0.033347055,36.585550088201735,-121.75726780256679,0,1,6385.8564,0.003680656,5,1,false,false,0.59875715,1.5862542,5.6416273,-0.012549068,0.020827373,3
51.91624,0.033589195,36.58554305911277,-121.7572718251344,0,1,6388.279,0.005617607,5,1,false,false,0.643037,1.9014972,5.6559057,-0.012229333,0.021697864,3
51.94198,0.033831734,36.5855360300238,-121.75727595955367,0,1,6376.863,0.006779701,5,1,false,false,0.6574624,2.0119572,5.5430274,-0.011894019,0.022857847,3
51.965065,0.034074508,36.58552891073016,-121.7572799824623,0,1,6365.644,0.006198841,5,1,false,false,0.70494497,1.7158699,6.188248,-0.011539214,0.024783487,3
51.984684,0.034317393,36.58552188164119,-121.75728411688156,0,1,6378.3296,0.00542361,5,1,false,false,0.63833874,1.5682817,7.375519,-0.0111572165,0.02532118,3
52.003105,0.034560345,36.58551476262257,-121.75728813979019,0,1,6393.66,0.007941797,5,1,false,false,0.558097,1.5664172,6.1571546,-0.010771531,0.023676276,3
52.02403,0.034803286,36.5855077335336,-121.75729227420948,0,1,6397.152,0.0120096905,5,1,false,false,0.49418074,1.8336728,5.7564354,-0.010422546,0.020616887,3
52.05178,0.03504635,36.58550061423996,-121.75729629677708,0,1,6388.144,0.013365784,5,1,false,false,0.8284959,2.1059995,5.983068,-0.01011421,0.01978449,3
52.077286,0.035289563,36.58549349494633,-121.75730043119636,0,1,6366.979,0.016077213,5,1,false,false,1.0204399,1.7588162,6.6823316,-0.009823538,0.019999977,3
52.09691,0.03553277,36.58548646585736,-121.75730445410498,0,1,6377.463,0.022663668,5,1,false,false,0.9814592,1.4857917,7.2486777,-0.009516524,0.021173669,3
52.11493,0.03577604,36.585479346563716,-121.75730858852425,0,1,6404.723,0.029443376,5,1,false,false,0.9906176,1.485699,6.1096535,-0.009180785,0.02280362,3
52.136925,0.03601941,36.58547222754509,-121.75731261109188,0,1,6406.845,0.033123836,5,1,false,false,1.023536,1.8525176,6.389585,-0.008789696,0.02665995,3
52.1636,0.03626285,36.585465108251455,-121.75731674585217,0,1,6392.8784,0.036029454,5,1,false,false,1.1921805,2.0061634,6.6881256,-0.008342928,0.030244347,3
52.188953,0.036506325,36.58545798895781,-121.75732076841977,0,1,6384.6333,0.03738553,5,1,false,false,1.1781423,1.737623,7.0433297,-0.007841335,0.033133656,3
52.21081,0.036749896,36.585450959868844,-121.75732490283904,0,1,6393.1562,0.04087239,5,1,false,false,1.1649896,1.6475116,6.95523,-0.0072928397,0.035568677,3
52.23236,0.036993574,36.58544384057521,-121.75732892574767,0,1,6402.981,0.043003142,5,1,false,false,1.2367512,1.6716838,7.2616186,-0.006700346,0.03813103,3
52.256218,0.037237234,36.58543663135191,-121.7573329483153,0,1,6401.4004,0.04203467,5,1,false,false,1.4382919,1.8264047,7.328616,-0.0060480977,0.04220641,3
52.281628,0.037480973,36.58542951205827,-121.75733708273457,0,1,6394.4487,0.040872384,5,1,false,false,1.5020736,1.828683,6.57207,-0.0053313375,0.045647796,3
52.306076,0.03772483,36.58542239303965,-121.75734110564319,0,1,6391.8384,0.040291335,5,1,false,false,1.368355,1.748131,6.8989186,-0.0045831897,0.046369594,3
52.32917,0.03796879,36.58541527374601,-121.75734524006246,0,1,6394.7314,0.039129052,5,1,false,false,1.539109,1.6561966,8.437861,-0.0038330648,0.047103375,3
52.350796,0.038212825,36.58540815445237,-121.75734926297109,0,1,6399.9863,0.03719174,5,1,false,false,1.5680468,1.5487343,7.561368,-0.0030519476,0.049010668,3
